ITEM,CÓDIGO,DESCRIÇÃO,FONTE,UND,QUANTIDADE,"PREÇO UNITÁRIO R$","PREÇO TOTAL R$"
6.4.9,FNDE 154,"JANELA DE ALUMÍNIO - JA-9 - 85 X 210 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS MAXIM-AR - INCLUSO VIDRO",PRÓPRIA,M2,"53,55","R$ 848,88","R$ 45.457,52"
6.4.10,FNDE 155,"JANELA DE ALUMÍNIO - JA-10 - 150 X 60 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR - INCLUSO VIDRO",PRÓPRIA,M2,"12,60","R$ 784,72","R$ 9.887,47"
6.4.11,FNDE 156,"JANELA DE ALUMÍNIO - JA-11 - 150 X 80 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR - INCLUSO VIDRO",PRÓPRIA,M2,"2,40","R$ 784,72","R$ 1.883,33"
6.4.12,FNDE 157,"JANELA DE ALUMÍNIO - JA-12 - 280 X 80 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR - INCLUSO VIDRO",PRÓPRIA,M2,"20,16","R$ 784,72","R$ 15.819,96"
6.4.13,FNDE 158,"JANELA DE ALUMÍNIO - JA-13 - 280 X 60 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR - INCLUSO VIDRO",PRÓPRIA,M2,"3,36","R$ 784,72","R$ 2.636,66"
6.4.14,FNDE 159,"JANELA DE ALUMÍNIO - JA-14 - 280 X 185 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR - INCLUSO VIDRO MONOLÍTICO",PRÓPRIA,M2,"15,54","R$ 784,72","R$ 12.194,55"
6.4.15,FNDE 160,"JANELA DE ALUMÍNIO - JA-15 - 350 X 80 CM COMPLETA, CONFORME PROJETO DE ESQUADRIAS - MAXIM-AR -INCLUSO VIDRO",PRÓPRIA,M2,"16,80","R$ 784,72","R$ 13.183,30"
6.4.16,FNDE 05,TELA TIPO MOSQUITEIRO - FIXADA NA ESQUADRIA - CONFORME PROJETO DE ESQUADRIAS,PRÓPRIA,M2,"2,73","R$ 186,01","R$ 507,81"
6.5,VIDROS,,,,,,"R$ 3.436,72"
6.5.1,FNDE 12,"ESPELHO CRISTAL, ESPESSURA 4MM, COM PARAFUSOS DE FIXAÇÃO, SEM MOLDURA",PRÓPRIA,M2,"6,65","R$ 516,80","R$ 3.436,72"
6.6,ESQUADRIA - GERAL,,,,,,"R$ 186.031,62"
6.6.1,FNDE 100,"P01 - PORTÃO METÁLICO DE ABRIR, 3,50 X 2,20 M, COM CHAPA METÁLICA CARBONO PERFURADA, INCLUSO PINTURA, CONFORME PROJETO DE ESQUADRIAS",PRÓPRIA,M2,"7,70","R$ 881,75","R$ 6.789,48"
6.6.2,FNDE 102,"P02 - PORTÃO METÁLICO TIPO GRADIL 3,40 X 2,38 M , MALHA 5 X 20CM - FIO 5,00MM, REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL), NA COR BRANCA - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,M2,"8,09","R$ 1.155,53","R$ 9.348,24"
6.6.3,FNDE 101,"P03 - PORTÃO METÁLICO DE ABRIR, 1,80 X 1,80 M, COM CHAPA METÁLICA CARBONO PERFURADA, INCLUSO PINTURA, CONFORME PROJETO DE ESQUADRIAS",PRÓPRIA,M2,"3,24","R$ 865,11","R$ 2.802,96"
6.6.4,FNDE 103,"P04 - PORTÃO METÁLICO NYLOFOR 0,90 X 2,03 M , MALHA 5 X 20CM - FIO 5,00MM, REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL), NA COR BRANCA - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,M2,"1,83","R$ 1.155,53","R$ 2.114,62"
6.6.5,FNDE 105,"FECHAMENTO EM CHAPA METÁLICA PERFURADA, INCLUSO PINTURA, CONFORME PROJETO (GR1, GR2)",PRÓPRIA,M2,"34,69","R$ 845,19","R$ 29.319,64"
6.6.6,FNDE 104,"GRADIL METÁLICO E TELA DE AÇO GALVANIZADO FIO 12 BWG, MALHA 2"" - JARDIM VERTICAL",PRÓPRIA,M2,"104,15","R$ 72,26","R$ 7.525,88"
6.6.7,FNDE 61,"FECHAMENTO COM CHAPA METÁLICA PERFURADA, INCLUSO PINTURA, CONFORME PROJETO",PRÓPRIA,M2,"151,60","R$ 845,19","R$ 128.130,80"
7,SISTEMAS DE COBERTURA,,,,,,"R$ 621.952,39"
7.1,EDIFICAÇÃO,,,,,,"R$ 520.328,28"
7.1.1,FNDE 20,"TELHA TERMOISOLANTE REVESTIDA EM ACO GALVALUME, FACE SUPERIOR TRAPEZOIDAL E FACE INFERIOR PLANA (NAO INCLUI ACESSORIOS DE FIXACAO), REVEST COM ESPESSURA DE 0,50 MM, COM PRE-PINTURA DE COR BRANCA NAS DUAS FACES, NUCLEO EM POLIIOCIANURATO (PIR) COM ESPESSURA DE 50 MM",PRÓPRIA,M2,"1.858,82","R$ 213,86","R$ 397.527,25"
7.1.2,FNDE 64,CHAPA POLICARBONATO ALVEOLAR CRISTAL ESP.= 6mm,PRÓPRIA,M2,"9,37","R$ 110,05","R$ 1.031,17"
7.1.3,FNDE 161,CALHA EM CHAPA DE AÇO GALVANIZADO (30x15 cm),PRÓPRIA,M,"88,71","R$ 83,76","R$ 7.430,35"
7.1.4,FNDE 162,CALHA EM CHAPA DE AÇO GALVANIZADO (35x15cm),PRÓPRIA,M,"64,60","R$ 83,76","R$ 5.410,90"
7.1.5,FNDE 163,CALHA EM CHAPA DE AÇO GALVANIZADO (35x20cm),PRÓPRIA,M,"63,20","R$ 83,76","R$ 5.293,63"
7.1.6,FNDE 164,"CALHA EM CHAPA DE AÇO GALVANIZADO (42,5x15cm)",PRÓPRIA,M,"20,90","R$ 83,76","R$ 1.750,58"
7.1.7,FNDE 165,CALHA EM CHAPA DE AÇO GALVANIZADO (45x15cm),PRÓPRIA,M,"190,78","R$ 83,76","R$ 15.979,73"
7.1.8,FNDE 166,CALHA EM CHAPA DE AÇO GALVANIZADO (40x20cm),PRÓPRIA,M,"74,16","R$ 83,76","R$ 6.211,64"
7.1.9,FNDE 65,"CUMEEIRA NORMAL PARA TELHA TRAPEZOIDAL DE AÇO, E = 0,5 MM, INCLUSO ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO",PRÓPRIA,M,"157,49","R$ 124,04","R$ 19.535,06"
7.1.10,FNDE 167,PINGADEIRA EM CHAPA DE AÇO GALVANIZADO,PRÓPRIA,M,"307,09","R$ 49,99","R$ 15.351,43"
7.1.11,FNDE 168,RUFO-PINGADEIRA EM CHAPA DE AÇO GALVANIZADO,PRÓPRIA,M,"421,05","R$ 49,99","R$ 21.048,29"
7.1.12,FNDE 169,RUFO EM CHAPA DE AÇO GALVANIZADO,PRÓPRIA,M,"206,80","R$ 49,99","R$ 10.337,93"
7.1.13,FNDE 170,"CONTRA-RUFO LATERAL ACABAMENTO CALHA EM CHAPA METÁLICA DOBRADA, DESENVOLVIMENTO 39 CM",PRÓPRIA,M,"268,46","R$ 49,99","R$ 13.420,32"
7.2,QUADRA,,,,,,"R$ 101.624,11"
7.2.1,94213,"TELHAMENTO COM TELHA DE AÇO/ALUMÍNIO E = 0,5 MM, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",SINAPI,M2,"724,81","R$ 71,90","R$ 52.113,84"
7.2.2,FNDE 65,"CUMEEIRA NORMAL PARA TELHA TRAPEZOIDAL DE AÇO, E = 0,5 MM, INCLUSO ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO",PRÓPRIA,M,"32,30","R$ 124,04","R$ 4.006,49"
7.2.3,FNDE 171,"TELHAMENTO COM TELHA DE AÇO/ALUMÍNIO E = 0,5 MM, TELHA METÁLICA PERFURADA PARA FECHAMENTO, INCLUSO IÇAMENTO",PRÓPRIA,M2,"632,70","R$ 71,92","R$ 45.503,78"
8,IMPERMEABILIZAÇÃO,,,,,,"R$ 66.382,13"
8.1,FNDE 172,"IMPERMEABILIZAÇÃO DE VIGA BALDRAME COM EMULSÃO ASFÁLTICA, 2 DEMÃOS",PRÓPRIA,M2,"1.078,06","R$ 43,57","R$ 46.971,07"
8.2,FNDE 173,"IMPERMEABILIZAÇÃO DA LAJE COM EMULSÃO ASFÁLTICA, 2 DEMÃOS",PRÓPRIA,M2,"60,03","R$ 43,57","R$ 2.615,51"
8.3,FNDE 174,"IMPERMEABILIZAÇÃO DE PISO COM EMULSÃO ASFÁLTICA, 2 DEMÃOS",PRÓPRIA,M2,"197,46","R$ 43,57","R$ 8.603,33"
8.4,FNDE 175,"IMPERMEABILIZAÇÃO DA PAREDE COM EMULSÃO ASFÁLTICA, 2 DEMÃOS",PRÓPRIA,M2,"29,40","R$ 43,57","R$ 1.280,96"
8.5,87755,"CONTRAPISO EM ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA), PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADO EM ÁREAS MOLHADAS SOBRE IMPERMEABILIZAÇÃO, ACABAMENTO NÃO REFORÇADO, ESPESSURA 3CM. AF_07/2021",SINAPI,M2,"60,03","R$ 56,22","R$ 3.374,89"
8.6,98565,"PROTEÇÃO MECÂNICA DE SUPERFICIE HORIZONTAL COM ARGAMASSA DE CIMENTO E AREIA, TRAÇO 1:3, E=3CM. AF_09/2023",SINAPI,M2,"60,03","R$ 58,91","R$ 3.536,37"
9,REVESTIMENTOS INTERNO E EXTERNO,,,,,,"R$ 386.804,14"
9.1,EDIFICAÇÃO,,,,,,"R$ 319.116,94"
9.1.1,FNDE 176,"CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO EXTERNAS, COM COLHER DE PEDREIRO. ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. - EXTERNO",PRÓPRIA,M2,"2.179,68","R$ 7,65","R$ 16.674,55"
9.1.2,FNDE 177,"CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO EXTERNAS, COM COLHER DE PEDREIRO. ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. - INTERNO",PRÓPRIA,M2,"1.734,95","R$ 7,65","R$ 13.272,37"
9.1.3,FNDE 178,"EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS - REVESTIMENTO INTERNO (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM",PRÓPRIA,M2,"1.119,23","R$ 47,23","R$ 52.861,23"
9.1.4,FNDE 179,"EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS - REVESTIMENTO EXTERNO (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM",PRÓPRIA,M2,"615,72","R$ 47,23","R$ 29.080,46"
9.1.5,87273,REVESTIMENTO CERÂMICO PARA PAREDES INTERNAS COM PLACAS TIPO ESMALTADA DE DIMENSÕES 33X45 CM APLICADAS NA ALTURA INTEIRA DAS PAREDES. AF_02/2023_PE,SINAPI,M2,"398,09","R$ 63,37","R$ 25.226,96"
9.1.6,FNDE 180,"REVESTIMENTO CERÂMICO PARA PAREDES COM PLACAS TIPO ESMALTADA EXTRA DE DIMENSÕES 10X10 CM, COR CINZA CLAROAPLICADAS NA ALTURA INTEIRA DAS PAREDES.",PRÓPRIA,M2,"162,05","R$ 56,07","R$ 9.086,14"
9.1.7,FNDE 181,"REVESTIMENTO CERÂMICO PARA PAREDES COM PLACAS TIPO ESMALTADA EXTRA DE DIMENSÕES 10X10 CM, COR LARANJA APLICADAS NA ALTURA INTEIRA DAS PAREDES.",PRÓPRIA,M2,"41,38","R$ 56,07","R$ 2.320,18"
9.1.8,FNDE 245,"RODA MEIO EM MADEIRA, ALTURA 7CM, FIXADO COM COLA",PRÓPRIA,M,"149,40","R$ 38,80","R$ 5.796,72"
9.1.9,96114,"FORRO EM DRYWALL, PARA AMBIENTES COMERCIAIS, INCLUSIVE ESTRUTURA BIRECIONAL DE FIXAÇÃO. AF_08/2023_PS",SINAPI,M2,"338,11","R$ 69,10","R$ 23.363,40"
9.1.10,FNDE 18,"FORRO DE FIBRA MINERAL EM PLACAS DE 625 X 625 MM, E = 15 MM, BORDA RETA, COM PINTURA ANTIMOFO, APOIADO EM PERFIL DE ACO GALVANIZADO COM 24 MM DE BASE - INSTALADO",PRÓPRIA,M2,"646,49","R$ 154,27","R$ 99.734,01"
9.1.11,FNDE 66,FORRO DE TELA ONDULADA EM ARAME GALVANIZADO - COR NATURAL,PRÓPRIA,M²,"254,88","R$ 163,61","R$ 41.700,92"
9.2,MURETA,,,,,,"R$ 67.687,20"
9.2.1,87879,"CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM COLHER DE PEDREIRO. ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_10/2022",SINAPI,M2,"1.298,68","R$ 4,91","R$ 6.376,52"
9.2.2,87792,"EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM. AF_08/2022",SINAPI,M2,"1.298,68","R$ 47,21","R$ 61.310,68"
10,SISTEMAS DE PISOS,,,,,,"R$ 389.909,27"
10.1,PAVIMENTAÇÃO INTERNA,,,,,,"R$ 287.427,55"
10.1.1,FNDE 182,"CONTRAPISO DE CONCRETO NÃO-ESTRUTURAL, ESPESSURA 3 CM E PREPARO MECÂNICO",PRÓPRIA,M2,"1.780,58","R$ 44,55","R$ 79.324,84"
10.1.2,104162,"PISO EM GRANILITE, MARMORITE OU GRANITINA EM AMBIENTES INTERNOS, COM ESPESSURA DE 8 MM, INCLUSO MISTURA EM BETONEIRA, COLOCAÇÃO DAS JUNTAS, APLICAÇÃO DO PISO, 4 POLIMENTOS COM POLITRIZ, ESTUCAMENTO, SELADOR E CERA. AF_06/2022",SINAPI,M2,"1.780,58","R$ 93,95","R$ 167.285,49"
10.1.3,87755,"CONTRAPISO EM ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA), PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADO EM ÁREAS MOLHADAS SOBRE IMPERMEABILIZAÇÃO, ACABAMENTO NÃO REFORÇADO, ESPESSURA 3CM. AF_07/2021",SINAPI,M2,"256,23","R$ 56,22","R$ 14.405,25"
10.1.4,87251,REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO ESMALTADA DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M2. AF_02/2023_PE,SINAPI,M2,"256,23","R$ 48,21","R$ 12.352,85"
10.1.5,FNDE 184,RODAPÉ CERÂMICO H= 10 CM,PRÓPRIA,M,"16,06","R$ 8,15","R$ 130,89"
10.1.6,FNDE 185,"RODAPÉ EM GRANITINA, ALTURA 10CM",PRÓPRIA,M,"297,29","R$ 26,47","R$ 7.869,27"
10.1.7,98689,"SOLEIRA EM GRANITO, LARGURA 15 CM, ESPESSURA 2,0 CM. AF_09/2020",SINAPI,M,"12,89","R$ 98,52","R$ 1.269,92"
10.1.8,FNDE 186,"SOLEIRA EM GRANITO, LARGURA 20 CM, ESPESSURA 2,0 CM",PRÓPRIA,M,"48,60","R$ 98,54","R$ 4.789,04"
10.2,PAVIMENTAÇÃO EXTERNA,,,,,,"R$ 102.481,72"
10.2.1,98682,"PISO CIMENTADO, TRAÇO 1:3 (CIMENTO E AREIA), ACABAMENTO RÚSTICO, ESPESSURA 3,0 CM, PREPARO MECÂNICO DA ARGAMASSA. AF_09/2020",SINAPI,M2,"572,43","R$ 48,98","R$ 28.037,62"
10.2.2,98680,"PISO CIMENTADO, TRAÇO 1:3 (CIMENTO E AREIA), ACABAMENTO LISO, ESPESSURA 3,0 CM, PREPARO MECÂNICO DA ARGAMASSA. AF_09/2020",SINAPI,M2,"157,83","R$ 51,73","R$ 8.164,55"
10.2.3,92396,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR COR NATURAL DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",SINAPI,M2,"135,95","R$ 105,06","R$ 14.282,91"
10.2.4,92391,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 15 CM, ESPESSURA 6 CM. AF_10/2022",SINAPI,M2,"98,50","R$ 90,49","R$ 8.913,27"
10.2.5,FNDE 189,"PISO PODOTÁTIL DIRECIONAL, COR VERMELHA, DE CONCRETO, ASSENTADO SOBRE ARGAMASSA",PRÓPRIA,M2,"24,63","R$ 227,60","R$ 5.605,79"
10.2.6,FNDE 190,"PISO PODOTÁTIL DE ALERTA, COR VERMELHA, DE CONCRETO, ASSENTADO SOBRE ARGAMASSA",PRÓPRIA,M2,"7,37","R$ 227,60","R$ 1.677,41"
10.2.7,FNDE 191,"PISO PODOTÁTIL DE ALERTA, COR AMARELA, DE CONCRETO, ASSENTADO SOBRE ARGAMASSA",PRÓPRIA,M2,"20,25","R$ 227,60","R$ 4.608,90"
10.2.8,FNDE 10,COLCHÃO DRENANTE DE AREIA H= 30 CM,PRÓPRIA,M3,"40,65","R$ 263,13","R$ 10.696,23"
10.2.9,98504,PLANTIO DE GRAMA BATATAIS EM PLACAS. AF_07/2024,SINAPI,M2,"1.006,41","R$ 16,91","R$ 17.018,39"
10.2.10,94263,"GUIA (MEIO-FIO) CONCRETO, MOLDADA IN LOCO EM TRECHO RETO COM EXTRUSORA, 13 CM BASE X 22 CM ALTURA. AF_01/2024",SINAPI,M,"96,52","R$ 36,02","R$ 3.476,65"
11,PINTURAS E ACABAMENTOS,,,,,,"R$ 202.025,70"
11.1,EDIFICAÇÃO,,,,,,"R$ 77.683,28"
11.1.1,FNDE 192,"EMASSAMENTO COM MASSA CORRIDA PVA, APLICAÇÃO EM TETO, UMA DEMÃO, LIXAMENTO MANUAL",PRÓPRIA,M2,"338,11","R$ 23,51","R$ 7.948,97"
11.1.2,88497,"EMASSAMENTO COM MASSA LÁTEX, APLICAÇÃO EM PAREDE, DUAS DEMÃOS, LIXAMENTO MANUAL. AF_04/2023",SINAPI,M2,"895,48","R$ 19,96","R$ 17.873,78"
11.1.3,FNDE 193,"EMASSAMENTO DE PAREDES COM MASSA ACRÍLICA, DUAS DEMÃOS, ÁREAS MOLHADAS",PRÓPRIA,M2,"105,93","R$ 20,28","R$ 2.148,26"
11.1.4,FNDE 194,"PINTURA LÁTEX PVA, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS, COR BRANCO GELO",PRÓPRIA,M2,"484,46","R$ 13,84","R$ 6.704,93"
11.1.5,88488,"PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM TETO, DUAS DEMÃOS. AF_04/2023",SINAPI,M2,"338,11","R$ 16,45","R$ 5.561,91"
11.1.6,FNDE 196,"PINTURA LÁTEX ACRÍLICA, SOBRE REBOCO LISO, COR CINZA CLARO, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS",PRÓPRIA,M2,"212,58","R$ 17,04","R$ 3.622,36"
11.1.7,FNDE 197,"PINTURA LÁTEX ACRÍLICA, SOBRE REBOCO LISO, COR LARANJA, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS",PRÓPRIA,M2,"11,18","R$ 13,84","R$ 154,73"
11.1.8,FNDE 198,"PINTURA LÁTEX ACRÍLICA, SOBRE MASSA ACRÍLICA, COR BRANCO GELO, AREAS MOLHADAS",PRÓPRIA,M2,"105,93","R$ 13,84","R$ 1.466,07"
11.1.9,FNDE 200,"PINTURA EM ESMALTE SINTÉTICO EM ESQUADRIAS DE MADEIRA, 2 DEMÃOS",PRÓPRIA,M2,"113,40","R$ 18,88","R$ 2.140,99"
11.1.10,FNDE 201,"PINTURA EM ESMALTE SINTÉTICO EM RODAMEIO DE MADEIRA, 2 DEMÃOS - COR BRANCO",PRÓPRIA,M2,"16,88","R$ 18,88","R$ 318,69"
11.1.11,FNDE 199,"PINTURA LÁTEX ACRÍLICA SOBRE PAREDES EXTERNAS, COR LARANJA, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS",PRÓPRIA,M2,"176,86","R$ 13,84","R$ 2.447,74"
11.1.12,FNDE 202,"TEXTURA ACRÍLICA, COR BRANCA, APLICAÇÃO MANUAL EM PAREDE EXTERNA, UMA DEMÃO",PRÓPRIA,M2,"269,72","R$ 14,60","R$ 3.937,91"
11.1.13,FNDE 203,"TEXTURA ACRÍLICA, COR CINZA CLARO, APLICAÇÃO MANUAL EM PAREDE EXTERNA, UMA DEMÃO",PRÓPRIA,M2,"1.173,21","R$ 14,60","R$ 17.128,87"
11.1.14,FNDE 204,"TEXTURA ACRÍLICA, COR CINZA ESCURO, APLICAÇÃO MANUAL EM PAREDE EXTERNA, UMA DEMÃO",PRÓPRIA,M2,"426,58","R$ 14,60","R$ 6.228,07"
11.2,MURETA,,,,,,"R$ 18.960,73"
11.2.1,FNDE 203,"TEXTURA ACRÍLICA, COR CINZA CLARO, APLICAÇÃO MANUAL EM PAREDE EXTERNA, UMA DEMÃO",PRÓPRIA,M2,"1.201,41","R$ 14,60","R$ 17.540,59"
11.2.2,FNDE 204,"TEXTURA ACRÍLICA, COR CINZA ESCURO, APLICAÇÃO MANUAL EM PAREDE EXTERNA, UMA DEMÃO",PRÓPRIA,M2,"97,27","R$ 14,60","R$ 1.420,14"
11.3,DIVERSOS,,,,,,"R$ 105.381,69"
11.3.1,ESTRUTURA METÁLICA,,,,,,"R$ 76.864,89"
11.3.1.1,100724,PINTURA COM TINTA ALQUÍDICA DE FUNDO E ACABAMENTO (ESMALTE SINTÉTICO GRAFITE) APLICADA A ROLO OU PINCEL SOBRE PERFIL METÁLICO EXECUTADO EM FÁBRICA (POR DEMÃO). AF_01/2020,SINAPI,M2,"4.943,08","R$ 15,55","R$ 76.864,89"
11.3.2,QUADRA,,,,,,"R$ 28.516,80"
11.3.2.1,102494,"PINTURA DE PISO COM TINTA EPÓXI, APLICAÇÃO MANUAL, 2 DEMÃOS, INCLUSO PRIMER EPÓXI. AF_05/2021",SINAPI,M2,"416,00","R$ 68,55","R$ 28.516,80"
12,INSTALAÇÃO HIDRÁULICA,,,,,,"R$ 210.787,64"
12.1,TUBULAÇÕES E CONEXÕES DE PVC RÍGIDO,,,,,,"R$ 33.266,57"
12.1.1,89356,"TUBO, PVC, SOLDÁVEL, DE 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"194,50","R$ 25,64","R$ 4.986,98"
12.1.2,89357,"TUBO, PVC, SOLDÁVEL, DE 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"105,97","R$ 35,11","R$ 3.720,61"
12.1.3,103979,"TUBO, PVC, SOLDÁVEL, DE 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"148,80","R$ 32,09","R$ 4.774,99"
12.1.4,89450,"TUBO, PVC, SOLDÁVEL, DE 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"132,16","R$ 30,81","R$ 4.071,85"
12.1.5,89451,"TUBO, PVC, SOLDÁVEL, DE 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"44,74","R$ 50,12","R$ 2.242,37"
12.1.6,89452,"TUBO, PVC, SOLDÁVEL, DE 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,M,"25,63","R$ 69,00","R$ 1.768,47"
12.1.7,89429,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 6,62","R$ 6,62"
12.1.8,89553,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 6,17","R$ 6,17"
12.1.9,94713,"ADAPTADOR COM FLANGES LIVRES, PVC, SOLDÁVEL, DN 75 MM X 2 1/2"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",SINAPI,UN,"1,00","R$ 247,24","R$ 247,24"
12.1.10,94656,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",SINAPI,UN,"58,00","R$ 3,70","R$ 214,60"
12.1.11,89553,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"14,00","R$ 6,17","R$ 86,38"
12.1.12,104001,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 50MM X 1.1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"38,00","R$ 14,74","R$ 560,12"
12.1.13,89610,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 60MM X 2 , INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"10,00","R$ 20,58","R$ 205,80"
12.1.14,103953,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 32 X 25 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"3,00","R$ 7,89","R$ 23,67"
12.1.15,103959,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 60 X 50 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"7,00","R$ 15,90","R$ 111,30"
12.1.16,FNDE 205,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 75 X 60 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"1,00","R$ 15,94","R$ 15,94"
12.1.17,FNDE 229,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 85 X 75 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"2,00","R$ 15,94","R$ 31,88"
